% Query:
% SELECT li.name as alg_name, d.name as dataset, e.eid as id, p1.value as param5
% FROM
% dataset d,
% data_property_value dp,
% experiment e,
% learner_application la,
% learner_implementation li,
% learner_parameter_value p1
% WHERE d.did = dp.did and dp.dpid = 9 and dp.value >= 5000 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and p1.lpid = 67 and p1.laid = la.laid and
% li.name = "weka.J48"

alg_name,dataset,id,param5
weka.J48,letter,256133,5
weka.J48,letter,256134,6
weka.J48,letter,256137,4
weka.J48,letter,256138,4
weka.J48,letter,256140,9
weka.J48,letter,256142,5
weka.J48,waveform-5000,290149,5
weka.J48,letter,256143,7
weka.J48,letter,256144,9
weka.J48,letter,256145,8
weka.J48,letter,256152,4
weka.J48,letter,256157,7
weka.J48,covertype,292549,7
weka.J48,letter,256160,10
weka.J48,letter,256164,6
weka.J48,letter,256165,4
weka.J48,letter,256170,6
weka.J48,letter,256171,9
weka.J48,letter,256172,6
weka.J48,kropt,294096,6
weka.J48,letter,256174,7
weka.J48,waveform-5000,290056,7
weka.J48,letter,256178,6
weka.J48,letter,256179,4
weka.J48,kropt,293953,4
weka.J48,letter,256180,10
weka.J48,letter,256181,8
weka.J48,letter,256184,8
weka.J48,letter,256186,4
weka.J48,letter,256187,7
weka.J48,letter,256190,6
weka.J48,letter,256192,4
weka.J48,letter,256194,3
weka.J48,waveform-5000,290142,3
weka.J48,kropt,294033,3
weka.J48,letter,256200,6
weka.J48,letter,256201,9
weka.J48,letter,256202,8
weka.J48,letter,256206,7
weka.J48,letter,256209,10
weka.J48,letter,256210,4
weka.J48,letter,256211,9
weka.J48,letter,256215,10
weka.J48,satimage,294510,10
weka.J48,letter,256219,5
weka.J48,letter,256221,2
weka.J48,letter,256223,10
weka.J48,letter,256224,2
weka.J48,letter,256228,7
weka.J48,letter,256230,8
weka.J48,satimage,294551,8
weka.J48,letter,256231,8
weka.J48,letter,256233,5
weka.J48,letter,256236,2
weka.J48,letter,256239,9
weka.J48,letter,256240,8
weka.J48,letter,256241,10
weka.J48,letter,256242,4
weka.J48,letter,256243,9
weka.J48,letter,256244,2
weka.J48,letter,256245,7
weka.J48,adult,292068,7
weka.J48,letter,256247,3
weka.J48,letter,256252,7
weka.J48,letter,256257,9
weka.J48,letter,256260,6
weka.J48,covertype,292759,6
weka.J48,letter,256262,4
weka.J48,letter,256267,9
weka.J48,letter,256268,6
weka.J48,letter,256269,6
weka.J48,waveform-5000,290019,6
weka.J48,covertype,292563,6
weka.J48,letter,256273,8
weka.J48,waveform-5000,290085,8
weka.J48,letter,256274,3
weka.J48,letter,256275,4
weka.J48,letter,256278,5
weka.J48,covertype,292655,5
weka.J48,letter,256279,2
weka.J48,letter,256280,2
weka.J48,letter,256281,10
weka.J48,letter,256283,10
weka.J48,letter,256284,8
weka.J48,letter,256285,3
weka.J48,letter,256287,9
weka.J48,letter,256290,2
weka.J48,letter,256294,6
weka.J48,letter,256295,8
weka.J48,covertype,292752,8
weka.J48,letter,256303,10
weka.J48,letter,256311,7
weka.J48,letter,256312,6
weka.J48,waveform-5000,290064,6
weka.J48,adult,292181,6
weka.J48,satimage,294146,6
weka.J48,letter,256313,4
weka.J48,adult,292012,4
weka.J48,letter,256315,9
weka.J48,letter,256316,2
weka.J48,covertype,292682,2
weka.J48,letter,256317,7
weka.J48,letter,256318,2
weka.J48,letter,256320,3
weka.J48,letter,256321,9
weka.J48,letter,256324,6
weka.J48,letter,256330,3
weka.J48,letter,256332,9
weka.J48,letter,256333,9
weka.J48,letter,256334,4
weka.J48,letter,256335,5
weka.J48,satimage,294379,5
weka.J48,letter,256336,5
weka.J48,letter,256337,8
weka.J48,letter,256340,10
weka.J48,letter,256342,10
weka.J48,letter,256346,9
weka.J48,letter,256347,8
weka.J48,letter,256348,8
weka.J48,letter,256349,3
weka.J48,letter,256352,5
weka.J48,letter,256357,8
weka.J48,letter,256361,3
weka.J48,kropt,293850,2
weka.J48,kropt,294077,7
weka.J48,satimage,294213,10
weka.J48,waveform-5000,290006,4
weka.J48,kropt,293741,4
weka.J48,adult,292170,5
weka.J48,covertype,292683,5
weka.J48,satimage,294481,2
weka.J48,kropt,293837,6
weka.J48,satimage,294306,6
weka.J48,satimage,294455,5
weka.J48,adult,292222,5
weka.J48,kropt,293767,5
weka.J48,waveform-5000,289948,7
weka.J48,waveform-5000,290164,3
weka.J48,waveform-5000,289917,2
weka.J48,kropt,293923,9
weka.J48,adult,292234,9
weka.J48,waveform-5000,290185,6
weka.J48,covertype,292651,3
weka.J48,kropt,293731,3
weka.J48,satimage,294375,7
weka.J48,adult,292248,8
weka.J48,waveform-5000,290133,2
weka.J48,adult,292238,2
weka.J48,adult,292260,3
weka.J48,kropt,293943,3
weka.J48,satimage,294168,3
weka.J48,satimage,294366,9
weka.J48,covertype,292550,4
weka.J48,kropt,294057,3
weka.J48,adult,292129,8
weka.J48,covertype,292764,8
weka.J48,satimage,294476,8
weka.J48,kropt,293719,9
weka.J48,waveform-5000,289848,3
weka.J48,satimage,294555,3
weka.J48,adult,292069,6
weka.J48,covertype,292751,6
weka.J48,satimage,294323,6
weka.J48,satimage,294298,7
weka.J48,waveform-5000,289955,7
weka.J48,covertype,292687,7
weka.J48,kropt,293972,4
weka.J48,waveform-5000,290202,5
weka.J48,covertype,292691,5
weka.J48,adult,292143,5
weka.J48,waveform-5000,290013,9
weka.J48,adult,292311,3
weka.J48,satimage,294441,6
weka.J48,waveform-5000,290127,4
weka.J48,adult,292006,2
weka.J48,kropt,293839,4
weka.J48,adult,292246,9
weka.J48,kropt,293746,9
weka.J48,satimage,294507,9
weka.J48,kropt,294106,10
weka.J48,covertype,292686,7
weka.J48,satimage,294276,7
weka.J48,waveform-5000,289825,5
weka.J48,kropt,293766,5
weka.J48,satimage,294493,5
weka.J48,adult,292358,10
weka.J48,kropt,293863,3
weka.J48,covertype,292479,4
weka.J48,covertype,292671,3
weka.J48,kropt,293996,3
weka.J48,covertype,292664,7
weka.J48,satimage,294178,7
weka.J48,covertype,292767,6
weka.J48,satimage,294253,5
weka.J48,waveform-5000,290203,8
weka.J48,kropt,293887,8
weka.J48,covertype,292773,8
weka.J48,adult,292071,8
weka.J48,waveform-5000,289951,2
weka.J48,satimage,294454,8
weka.J48,satimage,294516,7
weka.J48,waveform-5000,290182,9
weka.J48,kropt,293733,9
weka.J48,waveform-5000,290155,6
weka.J48,adult,292022,6
weka.J48,satimage,294424,6
weka.J48,covertype,292690,5
weka.J48,satimage,294353,5
weka.J48,adult,292127,4
weka.J48,covertype,292628,4
weka.J48,adult,292025,10
weka.J48,waveform-5000,290012,7
weka.J48,kropt,293739,7
weka.J48,covertype,292658,10
weka.J48,waveform-5000,289957,3
weka.J48,kropt,294103,3
weka.J48,covertype,292538,3
weka.J48,kropt,294075,4
weka.J48,satimage,294548,4
weka.J48,adult,292215,6
weka.J48,kropt,293976,6
weka.J48,waveform-5000,290212,5
weka.J48,covertype,292624,5
weka.J48,waveform-5000,290253,3
weka.J48,covertype,292714,3
weka.J48,kropt,293780,3
weka.J48,kropt,294109,8
weka.J48,kropt,294070,5
weka.J48,waveform-5000,290195,10
weka.J48,waveform-5000,290044,3
weka.J48,waveform-5000,290210,7
weka.J48,covertype,292706,7
weka.J48,kropt,293925,7
weka.J48,waveform-5000,290014,2
weka.J48,adult,292182,6
weka.J48,kropt,293787,6
weka.J48,waveform-5000,290227,6
weka.J48,satimage,294220,8
weka.J48,waveform-5000,290173,2
weka.J48,kropt,293704,7
weka.J48,satimage,294255,7
weka.J48,waveform-5000,289856,9
weka.J48,adult,292029,9
weka.J48,satimage,294393,9
weka.J48,covertype,292643,8
weka.J48,waveform-5000,290230,5
weka.J48,waveform-5000,290141,5
weka.J48,covertype,292783,5
weka.J48,kropt,293794,2
weka.J48,satimage,294308,2
weka.J48,covertype,292698,7
weka.J48,satimage,294149,7
weka.J48,covertype,292420,6
weka.J48,covertype,292736,5
weka.J48,satimage,294395,5
weka.J48,adult,292187,4
weka.J48,covertype,292703,6
weka.J48,kropt,293938,6
weka.J48,satimage,294547,6
weka.J48,covertype,292675,10
weka.J48,adult,292347,9
weka.J48,covertype,292660,9
weka.J48,adult,292309,6
weka.J48,waveform-5000,290193,10
weka.J48,covertype,292645,10
weka.J48,waveform-5000,290029,10
weka.J48,waveform-5000,290246,4
weka.J48,adult,292261,4
weka.J48,kropt,293963,4
weka.J48,waveform-5000,290002,10
weka.J48,adult,292167,7
weka.J48,waveform-5000,290093,3
weka.J48,adult,291985,3
weka.J48,kropt,293946,3
weka.J48,satimage,294268,3
weka.J48,waveform-5000,289958,7
weka.J48,covertype,292595,4
weka.J48,covertype,292544,7
weka.J48,adult,292133,5
weka.J48,kropt,293992,5
weka.J48,covertype,292721,2
weka.J48,waveform-5000,290213,9
weka.J48,satimage,294552,5
weka.J48,covertype,292710,8
weka.J48,kropt,293828,5
weka.J48,adult,292156,8
weka.J48,waveform-5000,289997,7
weka.J48,kropt,293919,7
weka.J48,waveform-5000,290263,6
weka.J48,satimage,294231,8
weka.J48,adult,292058,6
weka.J48,adult,292295,8
weka.J48,satimage,294158,8
weka.J48,kropt,294091,7
weka.J48,waveform-5000,289939,8
weka.J48,satimage,294167,8
weka.J48,adult,292221,3
weka.J48,kropt,293930,3
weka.J48,kropt,294061,5
weka.J48,adult,291994,9
weka.J48,kropt,293709,9
weka.J48,satimage,294550,9
weka.J48,kropt,293954,8
weka.J48,satimage,294418,8
weka.J48,waveform-5000,290262,7
weka.J48,kropt,293961,7
weka.J48,satimage,294521,7
weka.J48,waveform-5000,290200,5
weka.J48,kropt,294056,3
weka.J48,waveform-5000,290066,6
weka.J48,kropt,294029,2
weka.J48,adult,292212,10
weka.J48,kropt,293922,10
weka.J48,adult,292335,7
weka.J48,adult,292164,5
weka.J48,kropt,293715,5
weka.J48,covertype,292791,3
weka.J48,satimage,294514,3
weka.J48,adult,291967,3
weka.J48,adult,292274,3
weka.J48,satimage,294425,7
weka.J48,waveform-5000,290112,7
weka.J48,covertype,292618,7
weka.J48,covertype,292699,10
weka.J48,adult,292339,6
weka.J48,kropt,294034,6
weka.J48,waveform-5000,290258,4
weka.J48,adult,292184,4
weka.J48,adult,292386,8
weka.J48,satimage,294377,8
weka.J48,kropt,293852,2
weka.J48,covertype,292566,10
weka.J48,covertype,292391,9
weka.J48,kropt,293986,9
weka.J48,adult,292137,7
weka.J48,waveform-5000,290228,8
weka.J48,covertype,292476,6
weka.J48,adult,292296,2
weka.J48,covertype,292775,2
weka.J48,kropt,293997,2
weka.J48,covertype,292545,3
weka.J48,covertype,292619,10
weka.J48,adult,292027,4
weka.J48,satimage,294503,7
weka.J48,satimage,294419,2
weka.J48,waveform-5000,289924,5
weka.J48,waveform-5000,290183,5
weka.J48,kropt,293759,5
weka.J48,satimage,294501,5
weka.J48,waveform-5000,290139,4
weka.J48,waveform-5000,290145,10
weka.J48,satimage,294239,10
weka.J48,adult,292087,4
weka.J48,kropt,293951,7
weka.J48,covertype,292718,3
weka.J48,covertype,292758,4
weka.J48,satimage,294317,4
weka.J48,waveform-5000,290062,7
weka.J48,adult,292000,7
weka.J48,kropt,293904,8
weka.J48,kropt,293947,6
weka.J48,satimage,294426,6
weka.J48,kropt,293880,4
weka.J48,covertype,292580,6
weka.J48,kropt,293886,6
weka.J48,satimage,294456,6
weka.J48,kropt,293931,5
weka.J48,kropt,293956,3
weka.J48,adult,292318,9
weka.J48,covertype,292715,9
weka.J48,covertype,292585,2
weka.J48,kropt,293917,2
weka.J48,adult,292016,6
weka.J48,covertype,292734,6
weka.J48,adult,292264,2
weka.J48,adult,292285,8
weka.J48,kropt,293981,6
weka.J48,adult,292239,9
weka.J48,satimage,294475,9
weka.J48,covertype,292753,9
weka.J48,kropt,293957,10
weka.J48,adult,292276,10
weka.J48,waveform-5000,290068,2
weka.J48,covertype,292494,2
weka.J48,adult,292099,10
weka.J48,waveform-5000,290059,9
weka.J48,kropt,294063,9
weka.J48,adult,292121,8
weka.J48,adult,292353,3
weka.J48,adult,292244,2
weka.J48,covertype,292779,2
weka.J48,satimage,294540,6
weka.J48,waveform-5000,290091,6
weka.J48,satimage,294444,6
weka.J48,kropt,294025,9
weka.J48,kropt,294046,8
weka.J48,adult,292314,7
weka.J48,covertype,292421,7
weka.J48,satimage,294554,7
weka.J48,satimage,294310,5
weka.J48,satimage,294500,10
weka.J48,satimage,294344,3
weka.J48,adult,292031,5
weka.J48,satimage,294126,6
weka.J48,waveform-5000,289828,3
weka.J48,kropt,293984,4
weka.J48,satimage,294494,2
weka.J48,covertype,292732,8
weka.J48,adult,292218,7
weka.J48,covertype,292471,3
weka.J48,waveform-5000,290004,3
weka.J48,adult,292104,9
weka.J48,waveform-5000,290077,4
weka.J48,kropt,293973,4
weka.J48,covertype,292528,7
weka.J48,kropt,293836,7
weka.J48,waveform-5000,290113,2
weka.J48,adult,292365,3
weka.J48,kropt,293770,2
weka.J48,waveform-5000,290052,10
weka.J48,adult,292350,10
weka.J48,kropt,293763,10
weka.J48,satimage,294113,5
weka.J48,waveform-5000,290023,2
weka.J48,waveform-5000,290096,10
weka.J48,adult,292243,8
weka.J48,kropt,293971,8
weka.J48,covertype,292663,4
weka.J48,satimage,294460,4
weka.J48,adult,292237,5
weka.J48,waveform-5000,289978,8
weka.J48,covertype,292806,8
weka.J48,waveform-5000,290229,2
weka.J48,adult,292388,2
weka.J48,adult,292200,3
weka.J48,covertype,292708,7
weka.J48,waveform-5000,290201,7
weka.J48,adult,292163,7
weka.J48,satimage,294159,6
weka.J48,satimage,294411,5
weka.J48,waveform-5000,289854,9
weka.J48,kropt,293900,5
weka.J48,covertype,292709,9
weka.J48,kropt,293878,9
weka.J48,adult,292233,6
weka.J48,waveform-5000,289976,7
weka.J48,waveform-5000,289996,3
weka.J48,kropt,294035,7
weka.J48,adult,292158,9
weka.J48,covertype,292414,9
weka.J48,waveform-5000,290007,6
weka.J48,satimage,294462,9
weka.J48,kropt,293706,5
weka.J48,satimage,294192,2
weka.J48,adult,292091,6
weka.J48,waveform-5000,290116,8
weka.J48,satimage,294365,8
weka.J48,waveform-5000,290179,5
weka.J48,adult,292117,5
weka.J48,satimage,294409,5
weka.J48,adult,292153,10
weka.J48,kropt,293990,10
weka.J48,waveform-5000,290235,5
weka.J48,covertype,292803,5
weka.J48,waveform-5000,290190,3
weka.J48,kropt,293725,3
weka.J48,covertype,292786,9
weka.J48,kropt,293809,7
weka.J48,satimage,294474,7
weka.J48,adult,292157,4
weka.J48,waveform-5000,290217,2
weka.J48,satimage,294523,9
weka.J48,covertype,292548,5
weka.J48,kropt,294101,5
weka.J48,adult,292269,8
weka.J48,kropt,294098,8
weka.J48,satimage,294452,8
weka.J48,adult,292160,7
weka.J48,covertype,292782,5
weka.J48,satimage,294163,5
weka.J48,covertype,292506,9
weka.J48,waveform-5000,290074,10
weka.J48,covertype,292408,10
weka.J48,kropt,293687,10
weka.J48,waveform-5000,290216,6
weka.J48,kropt,294094,6
weka.J48,satimage,294536,6
weka.J48,satimage,294496,2
weka.J48,waveform-5000,290249,3
weka.J48,waveform-5000,290106,10
weka.J48,kropt,293894,6
weka.J48,kropt,294104,10
weka.J48,covertype,292598,9
weka.J48,waveform-5000,290039,10
weka.J48,covertype,292778,10
weka.J48,covertype,292594,4
weka.J48,kropt,294051,4
weka.J48,covertype,292665,9
weka.J48,satimage,294343,8
weka.J48,waveform-5000,289982,8
weka.J48,covertype,292520,7
weka.J48,kropt,294067,7
weka.J48,satimage,294389,4
weka.J48,adult,292041,9
weka.J48,covertype,292712,9
weka.J48,satimage,294544,9
weka.J48,adult,292331,10
weka.J48,satimage,294526,10
weka.J48,adult,292046,2
weka.J48,satimage,294518,4
weka.J48,waveform-5000,290172,9
weka.J48,kropt,294108,9
weka.J48,adult,292032,5
weka.J48,satimage,294472,5
weka.J48,kropt,294040,7
weka.J48,waveform-5000,290208,10
weka.J48,mushroom,267550,4
weka.J48,mushroom,267551,10
weka.J48,mushroom,267556,3
weka.J48,mushroom,267557,10
weka.J48,mushroom,267565,10
weka.J48,mushroom,267567,9
weka.J48,mushroom,267573,2
weka.J48,mushroom,267576,4
weka.J48,mushroom,267577,10
weka.J48,mushroom,267580,2
weka.J48,mushroom,267583,3
weka.J48,mushroom,267585,2
weka.J48,mushroom,267586,6
weka.J48,mushroom,267587,8
weka.J48,mushroom,267588,6
weka.J48,mushroom,267590,7
weka.J48,mushroom,267599,3
weka.J48,mushroom,267605,3
weka.J48,mushroom,267609,6
weka.J48,mushroom,267612,4
weka.J48,mushroom,267615,10
weka.J48,mushroom,267616,2
weka.J48,mushroom,267618,5
weka.J48,mushroom,267620,8
weka.J48,mushroom,267621,2
weka.J48,mushroom,267625,10
weka.J48,mushroom,267627,3
weka.J48,mushroom,267634,7
weka.J48,mushroom,267637,10
weka.J48,mushroom,267638,5
weka.J48,mushroom,267643,3
weka.J48,mushroom,267644,7
weka.J48,mushroom,267647,10
weka.J48,mushroom,267648,5
weka.J48,mushroom,267649,5
weka.J48,mushroom,267652,4
weka.J48,mushroom,267654,6
weka.J48,mushroom,267660,9
weka.J48,mushroom,267664,9
weka.J48,mushroom,267665,7
weka.J48,mushroom,267669,8
weka.J48,mushroom,267672,3
weka.J48,mushroom,267676,2
weka.J48,mushroom,267680,8
weka.J48,mushroom,267683,10
weka.J48,mushroom,267685,3
weka.J48,mushroom,267693,3
weka.J48,mushroom,267695,4
weka.J48,mushroom,267701,8
weka.J48,mushroom,267703,5
weka.J48,mushroom,267705,4
weka.J48,mushroom,267711,10
weka.J48,mushroom,267721,2
weka.J48,mushroom,267731,5
weka.J48,mushroom,267732,2
weka.J48,mushroom,267735,5
weka.J48,mushroom,267738,2
weka.J48,mushroom,267741,4
weka.J48,mushroom,267744,7
weka.J48,mushroom,267751,3
weka.J48,mushroom,267752,9
weka.J48,mushroom,267753,9
weka.J48,mushroom,267754,6
weka.J48,mushroom,267756,2
weka.J48,mushroom,267765,5
weka.J48,mushroom,267767,2
weka.J48,mushroom,267769,7
weka.J48,mushroom,267774,7
weka.J48,mushroom,267777,9
weka.J48,mushroom,267781,7
weka.J48,mushroom,267783,10
weka.J48,mushroom,267789,5
weka.J48,mushroom,267791,3
weka.J48,mushroom,267792,7
weka.J48,mushroom,267793,6
weka.J48,mushroom,267794,2
weka.J48,mushroom,267797,2
weka.J48,mushroom,267800,2
weka.J48,mushroom,267801,3
weka.J48,mushroom,267805,9
weka.J48,mushroom,267809,2
weka.J48,mushroom,267810,2
weka.J48,mushroom,267811,7
weka.J48,mushroom,267816,4
weka.J48,mushroom,267821,5
weka.J48,mushroom,267822,6
weka.J48,mushroom,267823,2
weka.J48,mushroom,267824,6
weka.J48,mushroom,267827,3
weka.J48,mushroom,267830,8
weka.J48,mushroom,267832,7
weka.J48,mushroom,267835,8
weka.J48,mushroom,267836,8
weka.J48,mushroom,267837,2
weka.J48,mushroom,267839,10
weka.J48,mushroom,267843,9
weka.J48,mushroom,267846,6
weka.J48,mushroom,267847,2
weka.J48,mushroom,267849,9
weka.J48,mushroom,267854,10
weka.J48,mushroom,267860,9
weka.J48,mushroom,267866,2
weka.J48,mushroom,267871,4
weka.J48,mushroom,267874,5
weka.J48,mushroom,267878,10
weka.J48,mushroom,267879,10
weka.J48,mushroom,267882,8
weka.J48,mushroom,267884,6
weka.J48,mushroom,267885,10
weka.J48,mushroom,267888,10
weka.J48,mushroom,267891,9
weka.J48,mushroom,267892,6
weka.J48,mushroom,267895,7
weka.J48,mushroom,267896,6
weka.J48,mushroom,267906,4
weka.J48,mushroom,267909,3
weka.J48,mushroom,267913,6
weka.J48,mushroom,267914,5
weka.J48,mushroom,267915,8
weka.J48,mushroom,267921,10
weka.J48,mushroom,267927,8
weka.J48,mushroom,267930,3
weka.J48,mushroom,267933,10
weka.J48,mushroom,267934,4
weka.J48,mushroom,267936,3
weka.J48,mushroom,267938,2
weka.J48,mushroom,267942,6
weka.J48,mushroom,267944,6
weka.J48,mushroom,267946,2
weka.J48,mushroom,267948,9
weka.J48,mushroom,267952,9
weka.J48,mushroom,267953,4
weka.J48,mushroom,267954,8
weka.J48,mushroom,267955,7
weka.J48,mushroom,267957,3
weka.J48,mushroom,267959,2
weka.J48,mushroom,267965,2
weka.J48,mushroom,267968,5
weka.J48,mushroom,267969,10
weka.J48,waveform-5000,290076,10
weka.J48,satimage,294525,10
weka.J48,mushroom,267970,6
weka.J48,mushroom,267971,9
weka.J48,mushroom,267972,6
weka.J48,mushroom,267974,9
weka.J48,mushroom,267975,6
weka.J48,mushroom,267980,7
weka.J48,mushroom,267981,6
weka.J48,mushroom,267983,2
weka.J48,mushroom,267984,10
weka.J48,mushroom,267985,6
weka.J48,mushroom,267993,3
weka.J48,mushroom,267995,6
weka.J48,mushroom,267996,7
weka.J48,mushroom,267998,10
weka.J48,mushroom,267999,4
weka.J48,mushroom,268000,8
weka.J48,mushroom,268004,5
weka.J48,mushroom,268007,5
weka.J48,mushroom,268009,9
weka.J48,mushroom,268011,2
weka.J48,mushroom,268012,9
weka.J48,mushroom,268014,4
weka.J48,mushroom,268016,2
weka.J48,mushroom,268021,4
weka.J48,mushroom,268022,2
weka.J48,adult,292062,2
weka.J48,mushroom,268023,10
weka.J48,mushroom,268024,6
weka.J48,mushroom,268025,9
weka.J48,mushroom,268026,7
weka.J48,mushroom,268027,3
weka.J48,mushroom,268028,2
weka.J48,mushroom,268031,9
weka.J48,mushroom,268033,10
weka.J48,mushroom,268038,6
weka.J48,mushroom,268039,2
weka.J48,mushroom,268040,8
weka.J48,mushroom,268041,6
weka.J48,mushroom,268042,7
weka.J48,mushroom,268045,6
weka.J48,mushroom,268048,5
weka.J48,mushroom,268050,7
weka.J48,mushroom,268052,8
weka.J48,mushroom,268056,10
weka.J48,mushroom,268058,5
weka.J48,mushroom,268060,10
weka.J48,mushroom,268061,4
weka.J48,mushroom,268062,8
weka.J48,mushroom,268065,8
weka.J48,mushroom,268069,10
weka.J48,mushroom,268070,4
weka.J48,mushroom,268073,3
weka.J48,mushroom,268074,8
weka.J48,mushroom,268075,8
weka.J48,mushroom,268078,7
weka.J48,mushroom,268080,5
weka.J48,mushroom,268081,5
weka.J48,mushroom,268082,3
weka.J48,mushroom,268088,3
weka.J48,mushroom,268094,9
weka.J48,mushroom,268095,10
weka.J48,mushroom,268096,3
weka.J48,mushroom,268099,6
weka.J48,mushroom,268103,9
weka.J48,mushroom,268105,4
weka.J48,mushroom,268106,5
weka.J48,mushroom,268109,3
weka.J48,mushroom,268110,7
weka.J48,mushroom,268111,9
weka.J48,mushroom,268114,8
weka.J48,mushroom,268115,10
weka.J48,mushroom,268116,4
weka.J48,mushroom,268122,3
weka.J48,mushroom,268125,8
weka.J48,mushroom,268126,5
weka.J48,mushroom,268128,5
weka.J48,mushroom,268132,7
weka.J48,mushroom,268134,3
weka.J48,mushroom,268135,3
weka.J48,mushroom,268136,9
weka.J48,mushroom,268137,9
weka.J48,mushroom,268138,10
weka.J48,mushroom,268140,7
weka.J48,mushroom,268143,8
weka.J48,mushroom,268146,4
weka.J48,mushroom,268147,6
weka.J48,mushroom,268149,5
weka.J48,mushroom,268151,7
weka.J48,mushroom,268155,10
weka.J48,mushroom,268156,7
weka.J48,mushroom,268157,9
weka.J48,mushroom,268159,8
weka.J48,mushroom,268161,4
weka.J48,mushroom,268162,4
weka.J48,mushroom,268169,7
weka.J48,mushroom,268170,6
weka.J48,mushroom,268173,6
weka.J48,mushroom,268179,4
weka.J48,mushroom,268182,3
weka.J48,mushroom,268185,5
weka.J48,mushroom,268186,6
weka.J48,mushroom,268187,8
weka.J48,mushroom,268189,10
weka.J48,mushroom,268190,8
weka.J48,mushroom,268191,8
weka.J48,mushroom,268192,9
weka.J48,adult,292303,5
weka.J48,waveform-5000,290132,5
weka.J48,adult,292338,5
weka.J48,nursery,268864,4
weka.J48,nursery,268880,3
weka.J48,nursery,268882,7
weka.J48,nursery,268887,4
weka.J48,nursery,268889,10
weka.J48,nursery,268891,7
weka.J48,nursery,268895,6
weka.J48,nursery,268904,9
weka.J48,nursery,268907,5
weka.J48,nursery,268910,3
weka.J48,nursery,268913,10
weka.J48,nursery,268915,5
weka.J48,nursery,268919,10
weka.J48,nursery,268926,7
weka.J48,nursery,268929,8
weka.J48,nursery,268934,9
weka.J48,nursery,268938,2
weka.J48,nursery,268947,5
weka.J48,nursery,268948,5
weka.J48,nursery,268951,8
weka.J48,nursery,268959,3
weka.J48,nursery,268960,10
weka.J48,nursery,268962,4
weka.J48,nursery,268969,6
weka.J48,nursery,268970,10
weka.J48,nursery,268974,9
weka.J48,nursery,268975,4
weka.J48,nursery,268977,2
weka.J48,nursery,268983,8
weka.J48,nursery,268986,3
weka.J48,nursery,268990,9
weka.J48,nursery,268994,4
weka.J48,nursery,268995,2
weka.J48,nursery,269001,3
weka.J48,nursery,269005,2
weka.J48,nursery,269006,5
weka.J48,nursery,269007,8
weka.J48,nursery,269010,4
weka.J48,nursery,269021,8
weka.J48,nursery,269022,2
weka.J48,nursery,269023,2
weka.J48,nursery,269025,10
weka.J48,nursery,269029,10
weka.J48,nursery,269030,10
weka.J48,nursery,269031,5
weka.J48,nursery,269034,2
weka.J48,nursery,269038,3
weka.J48,nursery,269042,10
weka.J48,nursery,269044,5
weka.J48,nursery,269046,8
weka.J48,nursery,269048,8
weka.J48,nursery,269050,6
weka.J48,nursery,269053,2
weka.J48,nursery,269054,3
weka.J48,nursery,269058,6
weka.J48,nursery,269064,5
weka.J48,nursery,269071,6
weka.J48,nursery,269072,4
weka.J48,nursery,269076,9
weka.J48,nursery,269080,3
weka.J48,nursery,269082,8
weka.J48,nursery,269084,2
weka.J48,nursery,269085,10
weka.J48,nursery,269086,2
weka.J48,nursery,269087,10
weka.J48,nursery,269088,2
weka.J48,nursery,269090,6
weka.J48,nursery,269096,3
weka.J48,nursery,269098,2
weka.J48,nursery,269100,3
weka.J48,nursery,269103,5
weka.J48,nursery,269105,3
weka.J48,nursery,269109,6
weka.J48,nursery,269110,8
weka.J48,nursery,269111,8
weka.J48,nursery,269112,4
weka.J48,nursery,269115,6
weka.J48,nursery,269117,3
weka.J48,nursery,269118,4
weka.J48,nursery,269119,8
weka.J48,nursery,269122,10
weka.J48,nursery,269125,3
weka.J48,nursery,269127,2
weka.J48,nursery,269135,6
weka.J48,nursery,269136,10
weka.J48,nursery,269137,6
weka.J48,nursery,269138,7
weka.J48,nursery,269141,2
weka.J48,nursery,269144,2
weka.J48,nursery,269151,7
weka.J48,nursery,269152,2
weka.J48,nursery,269159,7
weka.J48,nursery,269160,10
weka.J48,nursery,269161,6
weka.J48,nursery,269162,9
weka.J48,nursery,269165,3
weka.J48,nursery,269166,2
weka.J48,nursery,269167,10
weka.J48,nursery,269168,8
weka.J48,nursery,269169,10
weka.J48,nursery,269170,10
weka.J48,nursery,269171,3
weka.J48,nursery,269172,7
weka.J48,nursery,269173,5
weka.J48,nursery,269174,10
weka.J48,nursery,269177,4
weka.J48,nursery,269180,5
weka.J48,nursery,269182,5
weka.J48,nursery,269183,2
weka.J48,nursery,269184,6
weka.J48,nursery,269187,7
weka.J48,nursery,269188,5
weka.J48,nursery,269189,2
weka.J48,nursery,269191,5
weka.J48,nursery,269197,2
weka.J48,nursery,269201,7
weka.J48,adult,292329,7
weka.J48,kropt,294095,7
weka.J48,nursery,269202,8
weka.J48,nursery,269205,8
weka.J48,nursery,269206,6
weka.J48,nursery,269207,7
weka.J48,nursery,269208,4
weka.J48,nursery,269211,8
weka.J48,nursery,269212,4
weka.J48,nursery,269216,8
weka.J48,nursery,269218,10
weka.J48,nursery,269220,5
weka.J48,nursery,269221,4
weka.J48,nursery,269224,6
weka.J48,nursery,269225,10
