% Query:
% SELECT d.name, li.name, ev.evalue
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev
% WHERE d.did = 6 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and (ev.emiid = 1 or ev.emiid = 3)

@relation query

@attribute name {letter}
@attribute name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.IBk,weka.NaiveBayesSimple,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier,weka.LMT}
@attribute evalue numeric

@data
letter,weka.MultilayerPerceptron,705.7
letter,weka.MultilayerPerceptron,7059
letter,weka.MultilayerPerceptron,598.85
letter,weka.MultilayerPerceptron,6230
letter,weka.MultilayerPerceptron,694.27
letter,weka.MultilayerPerceptron,7177
letter,weka.MultilayerPerceptron,612.24
letter,weka.MultilayerPerceptron,6239
letter,weka.MultilayerPerceptron,723.16
letter,weka.MultilayerPerceptron,7226
letter,weka.MultilayerPerceptron,657.49
letter,weka.MultilayerPerceptron,6754
letter,weka.MultilayerPerceptron,662.24
letter,weka.MultilayerPerceptron,6722
letter,weka.MultilayerPerceptron,700.5
letter,weka.MultilayerPerceptron,7464
letter,weka.MultilayerPerceptron,590.25
letter,weka.MultilayerPerceptron,6001
letter,weka.MultilayerPerceptron,622.94
letter,weka.MultilayerPerceptron,6360
letter,weka.MultilayerPerceptron,639.6
letter,weka.MultilayerPerceptron,6581
letter,weka.MultilayerPerceptron,654.76
letter,weka.MultilayerPerceptron,6840
letter,weka.MultilayerPerceptron,687.54
letter,weka.MultilayerPerceptron,7000
letter,weka.MultilayerPerceptron,715.5
letter,weka.MultilayerPerceptron,7191
letter,weka.MultilayerPerceptron,580.33
letter,weka.MultilayerPerceptron,5942
letter,weka.MultilayerPerceptron,697.42
letter,weka.MultilayerPerceptron,7075
letter,weka.MultilayerPerceptron,683.3
letter,weka.MultilayerPerceptron,7086
letter,weka.MultilayerPerceptron,623.48
letter,weka.MultilayerPerceptron,6348
letter,weka.MultilayerPerceptron,676.27
letter,weka.MultilayerPerceptron,6850
letter,weka.MultilayerPerceptron,679.71
letter,weka.MultilayerPerceptron,7090
letter,weka.MultilayerPerceptron,698.56
letter,weka.MultilayerPerceptron,6980
letter,weka.MultilayerPerceptron,730.33
letter,weka.MultilayerPerceptron,7525
letter,weka.MultilayerPerceptron,678.26
letter,weka.MultilayerPerceptron,7111
letter,weka.MultilayerPerceptron,600.22
letter,weka.MultilayerPerceptron,6070
letter,weka.MultilayerPerceptron,731.38
letter,weka.MultilayerPerceptron,6946
letter,weka.MultilayerPerceptron,651.75
letter,weka.MultilayerPerceptron,7241
letter,weka.MultilayerPerceptron,918.74
letter,weka.MultilayerPerceptron,9315
letter,weka.MultilayerPerceptron,703.61
letter,weka.MultilayerPerceptron,7189
letter,weka.MultilayerPerceptron,655.32
letter,weka.MultilayerPerceptron,6659
letter,weka.MultilayerPerceptron,662.84
letter,weka.MultilayerPerceptron,6781
letter,weka.MultilayerPerceptron,654.33
letter,weka.MultilayerPerceptron,6615
letter,weka.MultilayerPerceptron,631.69
letter,weka.MultilayerPerceptron,6523
letter,weka.MultilayerPerceptron,687.35
letter,weka.MultilayerPerceptron,6934
letter,weka.MultilayerPerceptron,777.31
letter,weka.MultilayerPerceptron,7929
letter,weka.MultilayerPerceptron,738.21
letter,weka.MultilayerPerceptron,7374
letter,weka.MultilayerPerceptron,727.76
letter,weka.MultilayerPerceptron,7829
letter,weka.MultilayerPerceptron,578.67
letter,weka.MultilayerPerceptron,6090
letter,weka.MultilayerPerceptron,682.47
letter,weka.MultilayerPerceptron,6729
letter,weka.MultilayerPerceptron,849.6
letter,weka.MultilayerPerceptron,8538
letter,weka.MultilayerPerceptron,802.99
letter,weka.MultilayerPerceptron,7630
letter,weka.MultilayerPerceptron,660.66
letter,weka.MultilayerPerceptron,6975
letter,weka.MultilayerPerceptron,545.27
letter,weka.MultilayerPerceptron,5642
letter,weka.MultilayerPerceptron,816.42
letter,weka.MultilayerPerceptron,8073
letter,weka.MultilayerPerceptron,1207.99
letter,weka.MultilayerPerceptron,12145
letter,weka.MultilayerPerceptron,461.6
letter,weka.MultilayerPerceptron,4785
letter,weka.MultilayerPerceptron,629.12
letter,weka.MultilayerPerceptron,6474
letter,weka.MultilayerPerceptron,550.4
letter,weka.MultilayerPerceptron,5595
letter,weka.MultilayerPerceptron,562.83
letter,weka.MultilayerPerceptron,5742
letter,weka.MultilayerPerceptron,647.44
letter,weka.MultilayerPerceptron,6608
letter,weka.MultilayerPerceptron,572.28
letter,weka.MultilayerPerceptron,5829
letter,weka.MultilayerPerceptron,540.87
letter,weka.MultilayerPerceptron,5635
letter,weka.MultilayerPerceptron,592.39
letter,weka.MultilayerPerceptron,5950
letter,weka.MultilayerPerceptron,602.59
letter,weka.MultilayerPerceptron,6137
letter,weka.MultilayerPerceptron,549.9
letter,weka.MultilayerPerceptron,5442
letter,weka.MultilayerPerceptron,551.96
letter,weka.MultilayerPerceptron,5641
letter,weka.MultilayerPerceptron,554.5
letter,weka.MultilayerPerceptron,5599
letter,weka.MultilayerPerceptron,527.23
letter,weka.MultilayerPerceptron,5405
letter,weka.MultilayerPerceptron,576.73
letter,weka.MultilayerPerceptron,5840
letter,weka.MultilayerPerceptron,534.24
letter,weka.MultilayerPerceptron,5285
letter,weka.MultilayerPerceptron,564.58
letter,weka.MultilayerPerceptron,5562
letter,weka.MultilayerPerceptron,544.99
letter,weka.MultilayerPerceptron,5616
letter,weka.MultilayerPerceptron,488.19
letter,weka.MultilayerPerceptron,4967
letter,weka.MultilayerPerceptron,551.13
letter,weka.MultilayerPerceptron,5711
letter,weka.MultilayerPerceptron,539.41
letter,weka.MultilayerPerceptron,5544
letter,weka.MultilayerPerceptron,848.85
letter,weka.MultilayerPerceptron,8722
letter,weka.MultilayerPerceptron,794.4
letter,weka.MultilayerPerceptron,8013
letter,weka.MultilayerPerceptron,982.7
letter,weka.MultilayerPerceptron,10059
letter,weka.MultilayerPerceptron,845.2
letter,weka.MultilayerPerceptron,8675
letter,weka.MultilayerPerceptron,764.15
letter,weka.MultilayerPerceptron,7910
letter,weka.MultilayerPerceptron,692.51
letter,weka.MultilayerPerceptron,7072
letter,weka.MultilayerPerceptron,791.3
letter,weka.MultilayerPerceptron,8108
letter,weka.MultilayerPerceptron,760.5
letter,weka.MultilayerPerceptron,7720
letter,weka.MultilayerPerceptron,1232.12
letter,weka.MultilayerPerceptron,12366
letter,weka.MultilayerPerceptron,802.28
letter,weka.MultilayerPerceptron,8149
letter,weka.MultilayerPerceptron,765.38
letter,weka.MultilayerPerceptron,8423
letter,weka.MultilayerPerceptron,773.9
letter,weka.MultilayerPerceptron,7901
letter,weka.MultilayerPerceptron,835.44
letter,weka.MultilayerPerceptron,8638
letter,weka.MultilayerPerceptron,789.2
letter,weka.MultilayerPerceptron,8249
letter,weka.MultilayerPerceptron,794.82
letter,weka.MultilayerPerceptron,8065
letter,weka.MultilayerPerceptron,730.95
letter,weka.MultilayerPerceptron,7347
letter,weka.MultilayerPerceptron,813.19
letter,weka.MultilayerPerceptron,8276
letter,weka.MultilayerPerceptron,796.92
letter,weka.MultilayerPerceptron,8095
letter,weka.MultilayerPerceptron,852.2
letter,weka.MultilayerPerceptron,8233
letter,weka.MultilayerPerceptron,892.48
letter,weka.MultilayerPerceptron,9070
letter,weka.MultilayerPerceptron,1213.41
letter,weka.MultilayerPerceptron,12216
letter,weka.MultilayerPerceptron,1876.53
letter,weka.MultilayerPerceptron,18753
letter,weka.MultilayerPerceptron,1261.25
letter,weka.MultilayerPerceptron,12744
letter,weka.MultilayerPerceptron,1122.23
letter,weka.MultilayerPerceptron,11422
letter,weka.MultilayerPerceptron,1373.73
letter,weka.MultilayerPerceptron,13824
letter,weka.MultilayerPerceptron,1206.82
letter,weka.MultilayerPerceptron,12157
letter,weka.MultilayerPerceptron,1129.51
letter,weka.MultilayerPerceptron,11449
letter,weka.MultilayerPerceptron,1351.87
letter,weka.MultilayerPerceptron,13725
letter,weka.MultilayerPerceptron,1484.83
letter,weka.MultilayerPerceptron,15068
letter,weka.MultilayerPerceptron,1208.12
letter,weka.MultilayerPerceptron,12187
letter,weka.MultilayerPerceptron,1330.66
letter,weka.MultilayerPerceptron,13436
letter,weka.MultilayerPerceptron,1571.74
letter,weka.MultilayerPerceptron,16485
letter,weka.MultilayerPerceptron,1571.91
letter,weka.MultilayerPerceptron,15462
letter,weka.MultilayerPerceptron,1277.8
letter,weka.MultilayerPerceptron,12948
letter,weka.MultilayerPerceptron,1129.4
letter,weka.MultilayerPerceptron,11422
letter,weka.MultilayerPerceptron,1268.5
letter,weka.MultilayerPerceptron,13018
letter,weka.MultilayerPerceptron,1292.34
letter,weka.MultilayerPerceptron,13195
letter,weka.MultilayerPerceptron,1247.45
letter,weka.MultilayerPerceptron,12767
letter,weka.MultilayerPerceptron,1316.69
letter,weka.MultilayerPerceptron,13259
letter,weka.MultilayerPerceptron,1377.43
letter,weka.MultilayerPerceptron,14082
letter,weka.MultiBoostAB,1.14
letter,weka.MultiBoostAB,144
letter,weka.MultiBoostAB,1.9
letter,weka.MultiBoostAB,103
letter,weka.MultiBoostAB,1.14
letter,weka.MultiBoostAB,139
letter,weka.MultiBoostAB,1.53
letter,weka.MultiBoostAB,100
letter,weka.MultiBoostAB,1.21
letter,weka.MultiBoostAB,116
letter,weka.MultiBoostAB,0.99
letter,weka.MultiBoostAB,101
letter,weka.MultiBoostAB,1.7
letter,weka.MultiBoostAB,96
letter,weka.MultiBoostAB,1.1
letter,weka.MultiBoostAB,102
letter,weka.MultiBoostAB,1
letter,weka.MultiBoostAB,97
letter,weka.MultiBoostAB,1
letter,weka.MultiBoostAB,103
letter,weka.MultiBoostAB,0.97
letter,weka.MultiBoostAB,105
letter,weka.MultiBoostAB,0.93
letter,weka.MultiBoostAB,99
letter,weka.MultiBoostAB,1.1
letter,weka.MultiBoostAB,92
letter,weka.MultiBoostAB,1.7
letter,weka.MultiBoostAB,110
letter,weka.MultiBoostAB,1.13
letter,weka.MultiBoostAB,108
letter,weka.MultiBoostAB,1.6
letter,weka.MultiBoostAB,134
letter,weka.MultiBoostAB,0.9
letter,weka.MultiBoostAB,102
letter,weka.MultiBoostAB,1.1
letter,weka.MultiBoostAB,125
letter,weka.MultiBoostAB,1.2
letter,weka.MultiBoostAB,94
letter,weka.MultiBoostAB,1.5
letter,weka.MultiBoostAB,108
letter,weka.ConjunctiveRule,1.5
letter,weka.ConjunctiveRule,109
letter,weka.ConjunctiveRule,1.63
letter,weka.ConjunctiveRule,102
letter,weka.ConjunctiveRule,2.14
letter,weka.ConjunctiveRule,113
letter,weka.ConjunctiveRule,1.91
letter,weka.ConjunctiveRule,106
letter,weka.ConjunctiveRule,2.32
letter,weka.ConjunctiveRule,147
letter,weka.ConjunctiveRule,1.43
letter,weka.ConjunctiveRule,120
letter,weka.ConjunctiveRule,1.44
letter,weka.ConjunctiveRule,126
letter,weka.ConjunctiveRule,1.72
letter,weka.ConjunctiveRule,100
letter,weka.ConjunctiveRule,1.42
letter,weka.ConjunctiveRule,116
letter,weka.ConjunctiveRule,1.65
letter,weka.ConjunctiveRule,142
letter,weka.ConjunctiveRule,1.76
letter,weka.ConjunctiveRule,102
letter,weka.ConjunctiveRule,1.47
letter,weka.ConjunctiveRule,109
letter,weka.ConjunctiveRule,1.44
letter,weka.ConjunctiveRule,100
letter,weka.ConjunctiveRule,1.52
letter,weka.ConjunctiveRule,129
letter,weka.ConjunctiveRule,1.71
letter,weka.ConjunctiveRule,104
letter,weka.ConjunctiveRule,1.74
letter,weka.ConjunctiveRule,102
letter,weka.ConjunctiveRule,1.66
letter,weka.ConjunctiveRule,108
letter,weka.ConjunctiveRule,1.57
letter,weka.ConjunctiveRule,118
letter,weka.ConjunctiveRule,1.52
letter,weka.ConjunctiveRule,112
letter,weka.ConjunctiveRule,1.37
letter,weka.ConjunctiveRule,128
letter,weka.Stacking,0.41
letter,weka.Stacking,103
letter,weka.Stacking,0.54
letter,weka.Stacking,130
letter,weka.Stacking,0.39
letter,weka.Stacking,126
letter,weka.Stacking,0.56
letter,weka.Stacking,133
letter,weka.Stacking,0.48
letter,weka.Stacking,100
letter,weka.Stacking,0.4
letter,weka.Stacking,112
letter,weka.Stacking,0.5
letter,weka.Stacking,98
letter,weka.Stacking,0.37
letter,weka.Stacking,127
letter,weka.Stacking,0.42
letter,weka.Stacking,105
letter,weka.Stacking,0.62
letter,weka.Stacking,151
letter,weka.Stacking,0.42
letter,weka.Stacking,101
letter,weka.Stacking,0.45
letter,weka.Stacking,109
letter,weka.Stacking,0.52
letter,weka.Stacking,116
letter,weka.Stacking,0.5
letter,weka.Stacking,98
letter,weka.Stacking,0.38
letter,weka.Stacking,105
letter,weka.Stacking,0.51
letter,weka.Stacking,110
letter,weka.Stacking,0.38
letter,weka.Stacking,115
letter,weka.Stacking,0.42
letter,weka.Stacking,93
letter,weka.Stacking,0.37
letter,weka.Stacking,105
letter,weka.Stacking,0.5
letter,weka.Stacking,119
letter,weka.J48,7.76
letter,weka.J48,200
letter,weka.J48,9.47
letter,weka.J48,189
letter,weka.J48,9.13
letter,weka.J48,231
letter,weka.J48,7.5
letter,weka.J48,190
letter,weka.J48,8.59
letter,weka.J48,180
letter,weka.J48,11.61
letter,weka.J48,236
letter,weka.J48,9.6
letter,weka.J48,198
letter,weka.J48,12.12
letter,weka.J48,227
letter,weka.J48,10.8
letter,weka.J48,204
letter,weka.J48,8.11
letter,weka.J48,217
letter,weka.J48,10.16
letter,weka.J48,275
letter,weka.J48,7.89
letter,weka.J48,187
letter,weka.J48,9.71
letter,weka.J48,186
letter,weka.J48,7.71
letter,weka.J48,182
letter,weka.J48,8.48
letter,weka.J48,183
letter,weka.J48,11.81
letter,weka.J48,231
letter,weka.J48,9.73
letter,weka.J48,191
letter,weka.J48,9.42
letter,weka.J48,193
letter,weka.J48,7.81
letter,weka.J48,176
letter,weka.J48,10.56
letter,weka.J48,210
letter,weka.J48,9.21
letter,weka.J48,189
letter,weka.J48,8.35
letter,weka.J48,185
letter,weka.J48,9.61
letter,weka.J48,204
letter,weka.J48,9.81
letter,weka.J48,173
letter,weka.J48,10.7
letter,weka.J48,224
letter,weka.J48,8.22
letter,weka.J48,194
letter,weka.J48,6.92
letter,weka.J48,173
letter,weka.J48,10.34
letter,weka.J48,213
letter,weka.J48,8.44
letter,weka.J48,197
letter,weka.J48,9.94
letter,weka.J48,212
letter,weka.J48,12.51
letter,weka.J48,242
letter,weka.J48,9.65
letter,weka.J48,231
letter,weka.J48,8.91
letter,weka.J48,189
letter,weka.J48,8.28
letter,weka.J48,230
letter,weka.J48,9.94
letter,weka.J48,225
letter,weka.J48,8.99
letter,weka.J48,195
letter,weka.J48,9.67
letter,weka.J48,181
letter,weka.J48,7.3
letter,weka.J48,167
letter,weka.J48,8.6
letter,weka.J48,177
letter,weka.J48,9.37
letter,weka.J48,190
letter,weka.J48,11.33
letter,weka.J48,217
letter,weka.J48,7.59
letter,weka.J48,203
letter,weka.J48,9.76
letter,weka.J48,215
letter,weka.J48,12.38
letter,weka.J48,246
letter,weka.J48,10.9
letter,weka.J48,261
letter,weka.J48,9.2
letter,weka.J48,181
letter,weka.J48,9.18
letter,weka.J48,204
letter,weka.J48,7.58
letter,weka.J48,178
letter,weka.J48,9.95
letter,weka.J48,192
letter,weka.J48,9.69
letter,weka.J48,223
letter,weka.J48,8.9
letter,weka.J48,191
letter,weka.J48,9.75
letter,weka.J48,256
letter,weka.J48,7.65
letter,weka.J48,200
letter,weka.J48,9.31
letter,weka.J48,182
letter,weka.J48,8.77
letter,weka.J48,213
letter,weka.J48,8.64
letter,weka.J48,240
letter,weka.J48,8.63
letter,weka.J48,245
letter,weka.J48,8.54
letter,weka.J48,185
letter,weka.J48,8.84
letter,weka.J48,206
letter,weka.J48,8.43
letter,weka.J48,218
letter,weka.J48,11.63
letter,weka.J48,273
letter,weka.J48,10.3
letter,weka.J48,220
letter,weka.J48,8.16
letter,weka.J48,180
letter,weka.J48,9.95
letter,weka.J48,196
letter,weka.J48,8.47
letter,weka.J48,198
letter,weka.J48,8.6
letter,weka.J48,209
letter,weka.J48,10.12
letter,weka.J48,206
letter,weka.J48,12.27
letter,weka.J48,265
letter,weka.J48,7.34
letter,weka.J48,182
letter,weka.J48,7.48
letter,weka.J48,191
letter,weka.J48,9.38
letter,weka.J48,217
letter,weka.J48,9.17
letter,weka.J48,201
letter,weka.J48,7.61
letter,weka.J48,199
letter,weka.J48,7.64
letter,weka.J48,177
letter,weka.J48,8.97
letter,weka.J48,196
letter,weka.J48,9.69
letter,weka.J48,201
letter,weka.J48,10.46
letter,weka.J48,239
letter,weka.J48,7.74
letter,weka.J48,187
letter,weka.J48,8.72
letter,weka.J48,187
letter,weka.J48,12.34
letter,weka.J48,263
letter,weka.J48,8.47
letter,weka.J48,235
letter,weka.J48,8.2
letter,weka.J48,231
letter,weka.J48,11.13
letter,weka.J48,209
letter,weka.J48,10.19
letter,weka.J48,255
letter,weka.J48,8.74
letter,weka.J48,187
letter,weka.J48,9.3
letter,weka.J48,240
letter,weka.J48,10.97
letter,weka.J48,223
letter,weka.J48,8.2
letter,weka.J48,227
letter,weka.J48,10.94
letter,weka.J48,301
letter,weka.J48,7.51
letter,weka.J48,202
letter,weka.J48,8.73
letter,weka.J48,183
letter,weka.J48,7.13
letter,weka.J48,165
letter,weka.J48,7.98
letter,weka.J48,200
letter,weka.J48,11.54
letter,weka.J48,259
letter,weka.J48,10.15
letter,weka.J48,222
letter,weka.J48,8.69
letter,weka.J48,190
letter,weka.J48,8.52
letter,weka.J48,199
letter,weka.J48,7.8
letter,weka.J48,187
letter,weka.J48,9.92
letter,weka.J48,192
letter,weka.J48,10.28
letter,weka.J48,218
letter,weka.J48,7.88
letter,weka.J48,195
letter,weka.J48,9.28
letter,weka.J48,185
letter,weka.J48,8.33
letter,weka.J48,198
letter,weka.J48,7.96
letter,weka.J48,195
letter,weka.J48,9.82
letter,weka.J48,194
letter,weka.J48,14.22
letter,weka.J48,288
letter,weka.J48,9.7
letter,weka.J48,192
letter,weka.J48,7.23
letter,weka.J48,171
letter,weka.J48,8.31
letter,weka.J48,174
letter,weka.J48,8.46
letter,weka.J48,178
letter,weka.J48,7.84
letter,weka.J48,181
letter,weka.J48,10.62
letter,weka.J48,235
letter,weka.J48,10.64
letter,weka.J48,200
letter,weka.J48,7.98
letter,weka.J48,208
letter,weka.J48,10.7
letter,weka.J48,201
letter,weka.J48,10.59
letter,weka.J48,223
letter,weka.J48,7.78
letter,weka.J48,186
letter,weka.J48,7.95
letter,weka.J48,202
letter,weka.J48,8.53
letter,weka.J48,174
letter,weka.J48,8.9
letter,weka.J48,178
letter,weka.J48,9.99
letter,weka.J48,185
letter,weka.J48,7.48
letter,weka.J48,201
letter,weka.J48,9.45
letter,weka.J48,223
letter,weka.J48,8.55
letter,weka.J48,215
letter,weka.J48,7.48
letter,weka.J48,165
letter,weka.J48,10.7
letter,weka.J48,202
letter,weka.J48,9.88
letter,weka.J48,197
letter,weka.J48,8.77
letter,weka.J48,183
letter,weka.J48,8.64
letter,weka.J48,189
letter,weka.J48,8.19
letter,weka.J48,205
letter,weka.J48,7.35
letter,weka.J48,175
letter,weka.J48,9.62
letter,weka.J48,229
letter,weka.J48,9.29
letter,weka.J48,198
letter,weka.J48,8.75
letter,weka.J48,192
letter,weka.J48,9.72
letter,weka.J48,198
letter,weka.J48,8.82
letter,weka.J48,177
letter,weka.J48,9.39
letter,weka.J48,201
letter,weka.J48,8.12
letter,weka.J48,178
letter,weka.J48,8.8
letter,weka.J48,201
letter,weka.J48,10.1
letter,weka.J48,214
letter,weka.J48,8.4
letter,weka.J48,188
letter,weka.J48,7.95
letter,weka.J48,185
letter,weka.J48,8.4
letter,weka.J48,179
letter,weka.J48,9.79
letter,weka.J48,205
letter,weka.J48,10.15
letter,weka.J48,204
letter,weka.J48,9.87
letter,weka.J48,208
letter,weka.J48,8.35
letter,weka.J48,184
letter,weka.J48,8.4
letter,weka.J48,173
letter,weka.J48,8.25
letter,weka.J48,178
letter,weka.J48,8.62
letter,weka.J48,225
letter,weka.J48,7.95
letter,weka.J48,201
letter,weka.J48,9.29
letter,weka.J48,218
letter,weka.J48,8.2
letter,weka.J48,169
letter,weka.J48,7.25
letter,weka.J48,188
letter,weka.J48,10.55
letter,weka.J48,223
letter,weka.J48,10.59
letter,weka.J48,210
letter,weka.J48,12.4
letter,weka.J48,260
letter,weka.J48,10.64
letter,weka.J48,261
letter,weka.J48,9.8
letter,weka.J48,241
letter,weka.J48,11.2
letter,weka.J48,209
letter,weka.J48,9.99
letter,weka.J48,202
letter,weka.J48,8.23
letter,weka.J48,189
letter,weka.J48,9.87
letter,weka.J48,216
letter,weka.J48,9
letter,weka.J48,205
letter,weka.J48,8.82
letter,weka.J48,183
letter,weka.J48,10.22
letter,weka.J48,217
letter,weka.J48,7.98
letter,weka.J48,202
letter,weka.J48,9.52
letter,weka.J48,229
letter,weka.J48,7.41
letter,weka.J48,185
letter,weka.J48,9.1
letter,weka.J48,207
letter,weka.J48,10.9
letter,weka.J48,211
letter,weka.J48,7.9
letter,weka.J48,190
letter,weka.J48,9.44
letter,weka.J48,186
letter,weka.J48,7.42
letter,weka.J48,202
letter,weka.J48,9.89
letter,weka.J48,237
letter,weka.J48,9.29
letter,weka.J48,219
letter,weka.J48,10.9
letter,weka.J48,225
letter,weka.J48,8.31
letter,weka.J48,209
letter,weka.J48,8.5
letter,weka.J48,187
letter,weka.J48,7.63
letter,weka.J48,210
letter,weka.J48,10.96
letter,weka.J48,229
letter,weka.J48,8.13
letter,weka.J48,185
letter,weka.J48,7.49
letter,weka.J48,191
letter,weka.J48,8.35
letter,weka.J48,184
letter,weka.J48,10.37
letter,weka.J48,215
letter,weka.J48,9.2
letter,weka.J48,202
letter,weka.J48,10.59
letter,weka.J48,221
letter,weka.J48,7.96
letter,weka.J48,205
letter,weka.J48,8.54
letter,weka.J48,183
letter,weka.J48,8.77
letter,weka.J48,184
letter,weka.J48,9.17
letter,weka.J48,184
letter,weka.J48,7.59
letter,weka.J48,187
letter,weka.J48,9.26
letter,weka.J48,198
letter,weka.J48,7.73
letter,weka.J48,215
letter,weka.J48,7.89
letter,weka.J48,171
letter,weka.J48,9.56
letter,weka.J48,207
letter,weka.J48,8.11
letter,weka.J48,194
letter,weka.J48,8.27
letter,weka.J48,185
letter,weka.J48,10.13
letter,weka.J48,214
letter,weka.J48,11.4
letter,weka.J48,299
letter,weka.J48,9.7
letter,weka.J48,187
letter,weka.J48,7.47
letter,weka.J48,191
letter,weka.J48,10.69
letter,weka.J48,223
letter,weka.J48,8.5
letter,weka.J48,186
letter,weka.J48,8.18
letter,weka.J48,211
letter,weka.J48,9.4
letter,weka.J48,191
letter,weka.J48,9.88
letter,weka.J48,212
letter,weka.J48,8.8
letter,weka.J48,204
letter,weka.J48,7.57
letter,weka.J48,210
letter,weka.J48,7.34
letter,weka.J48,191
letter,weka.J48,8.61
letter,weka.J48,194
letter,weka.J48,9.89
letter,weka.J48,240
letter,weka.J48,9.7
letter,weka.J48,188
letter,weka.J48,7.81
letter,weka.J48,184
letter,weka.J48,9.28
letter,weka.J48,207
letter,weka.J48,9.19
letter,weka.J48,184
letter,weka.J48,11.6
letter,weka.J48,201
letter,weka.J48,8.89
letter,weka.J48,190
letter,weka.J48,11.26
letter,weka.J48,225
letter,weka.J48,7.76
letter,weka.J48,191
letter,weka.J48,10.1
letter,weka.J48,191
letter,weka.J48,10.57
letter,weka.J48,226
letter,weka.J48,9.62
letter,weka.J48,181
letter,weka.J48,9.85
letter,weka.J48,191
letter,weka.J48,9.18
letter,weka.J48,202
letter,weka.J48,10.35
letter,weka.J48,181
letter,weka.J48,8.28
letter,weka.J48,203
letter,weka.J48,8.15
letter,weka.J48,181
letter,weka.J48,9.78
letter,weka.J48,194
letter,weka.J48,8.88
letter,weka.J48,194
letter,weka.J48,8.14
letter,weka.J48,189
letter,weka.J48,10.41
letter,weka.J48,209
letter,weka.J48,9.6
letter,weka.J48,244
letter,weka.J48,8.62
letter,weka.J48,184
letter,weka.J48,9.83
letter,weka.J48,193
letter,weka.J48,7.62
letter,weka.J48,173
letter,weka.J48,7.99
letter,weka.J48,210
letter,weka.J48,10.57
letter,weka.J48,247
letter,weka.J48,13.33
letter,weka.J48,309
letter,weka.J48,12.61
letter,weka.J48,263
letter,weka.J48,10.83
letter,weka.J48,232
letter,weka.J48,8.86
letter,weka.J48,233
letter,weka.J48,10.85
letter,weka.J48,248
letter,weka.J48,11.9
letter,weka.J48,251
letter,weka.J48,8.8
letter,weka.J48,210
letter,weka.J48,9.8
letter,weka.J48,223
letter,weka.J48,8.55
letter,weka.J48,189
letter,weka.J48,10.8
letter,weka.J48,237
letter,weka.J48,10.84
letter,weka.J48,195
letter,weka.J48,8.24
letter,weka.J48,204
letter,weka.J48,10.2
letter,weka.J48,198
letter,weka.J48,9.92
letter,weka.J48,219
letter,weka.J48,8.4
letter,weka.J48,206
letter,weka.J48,8.43
letter,weka.J48,194
letter,weka.J48,9.24
letter,weka.J48,195
letter,weka.J48,10.94
letter,weka.J48,227
letter,weka.J48,8.26
letter,weka.J48,255
letter,weka.J48,9.86
letter,weka.J48,189
letter,weka.J48,9.94
letter,weka.J48,216
letter,weka.J48,7.91
letter,weka.J48,182
letter,weka.J48,8.46
letter,weka.J48,211
letter,weka.J48,7.38
letter,weka.J48,153
letter,weka.J48,8.27
letter,weka.J48,184
letter,weka.J48,8.28
letter,weka.J48,196
letter,weka.J48,11.78
letter,weka.J48,249
letter,weka.J48,8.88
letter,weka.J48,239
letter,weka.J48,8.3
letter,weka.J48,191
letter,weka.J48,10.16
letter,weka.J48,206
letter,weka.J48,11.34
letter,weka.J48,223
letter,weka.J48,10.79
letter,weka.J48,229
letter,weka.J48,9.99
letter,weka.J48,192
letter,weka.J48,11.1
letter,weka.J48,225
letter,weka.J48,8.42
letter,weka.J48,202
letter,weka.J48,11.78
letter,weka.J48,243
letter,weka.J48,11.1
letter,weka.J48,256
letter,weka.J48,9.5
letter,weka.J48,211
letter,weka.J48,9.86
letter,weka.J48,201
letter,weka.J48,8.36
letter,weka.J48,177
letter,weka.J48,10.39
letter,weka.J48,198
letter,weka.J48,8.68
letter,weka.J48,188
letter,weka.J48,9.69
letter,weka.J48,217
letter,weka.J48,8.3
letter,weka.J48,230
letter,weka.J48,11.18
letter,weka.J48,231
letter,weka.J48,10.92
letter,weka.J48,229
letter,weka.J48,10.53
letter,weka.J48,210
letter,weka.J48,9.39
letter,weka.J48,207
letter,weka.J48,10.39
letter,weka.J48,217
letter,weka.J48,10.98
letter,weka.J48,203
letter,weka.J48,11.92
letter,weka.J48,241
letter,weka.J48,9.6
letter,weka.J48,217
letter,weka.J48,9.1
letter,weka.J48,178
letter,weka.J48,8.83
letter,weka.J48,189
letter,weka.J48,8.3
letter,weka.J48,186
letter,weka.J48,6.64
letter,weka.J48,173
