% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 6 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {letter}
@attribute alg_name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.IBk,weka.NaiveBayesSimple,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier,weka.LMT}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
letter,weka.MultilayerPerceptron,580.33,2.69006e+07,5942,3.48596e+08,0.81155
letter,weka.MultilayerPerceptron,697.42,2.69492e+07,7075,2.1148e+08,0.8056
letter,weka.MultilayerPerceptron,683.3,2.69355e+07,7086,2.95816e+08,0.8056
letter,weka.MultilayerPerceptron,623.48,2.69151e+07,6348,2.58388e+08,0.8056
letter,weka.MultilayerPerceptron,676.27,2.69301e+07,6850,2.89808e+08,0.8056
letter,weka.MultilayerPerceptron,679.71,2.69203e+07,7090,2.80692e+08,0.8056
letter,weka.MultilayerPerceptron,698.56,2.69124e+07,6980,2.9602e+08,0.8075
letter,weka.MultilayerPerceptron,730.33,2.69037e+07,7525,2.4892e+08,0.80255
letter,weka.MultilayerPerceptron,678.26,2.6904e+07,7111,3.16284e+08,0.80745
letter,weka.MultilayerPerceptron,600.22,2.69201e+07,6070,2.49636e+08,0.8077
letter,weka.MultilayerPerceptron,731.38,2.69045e+07,6946,2.39636e+08,0.8075
letter,weka.MultilayerPerceptron,651.75,2.69156e+07,7241,3.02012e+08,0.8066
letter,weka.MultilayerPerceptron,918.74,2.69185e+07,9315,2.4162e+08,0.8044
letter,weka.MultilayerPerceptron,703.61,2.69206e+07,7189,2.36832e+08,0.8088
letter,weka.MultilayerPerceptron,655.32,2.69447e+07,6659,2.68764e+08,0.80255
letter,weka.MultilayerPerceptron,662.84,2.69352e+07,6781,3.53108e+08,0.80255
letter,weka.MultilayerPerceptron,654.33,2.69168e+07,6615,2.6716e+08,0.80255
letter,weka.MultilayerPerceptron,631.69,2.68996e+07,6523,3.00056e+08,0.8071
letter,weka.MultilayerPerceptron,687.35,2.69126e+07,6934,3.34292e+08,0.7983
letter,weka.MultilayerPerceptron,777.31,2.69467e+07,7929,2.72732e+08,0.80255
letter,weka.MultilayerPerceptron,738.21,2.69102e+07,7374,2.98612e+08,0.81315
letter,weka.MultilayerPerceptron,727.76,2.69284e+07,7829,2.39792e+08,0.80255
letter,weka.MultilayerPerceptron,578.67,4.43304e+06,6090,2.58848e+08,0.80255
letter,weka.MultilayerPerceptron,682.47,2.69141e+07,6729,3.3274e+08,0.80255
letter,weka.MultilayerPerceptron,849.6,2.69311e+07,8538,2.56576e+08,0.80255
letter,weka.MultilayerPerceptron,802.99,2.6959e+07,7630,3.14608e+08,0.80255
letter,weka.MultilayerPerceptron,660.66,2.69263e+07,6975,2.65456e+08,0.802
letter,weka.MultilayerPerceptron,545.27,2.69207e+07,5642,2.63444e+08,0.7954
letter,weka.MultilayerPerceptron,816.42,2.69247e+07,8073,3.73068e+08,0.843
letter,weka.MultilayerPerceptron,1207.99,2.69707e+07,12145,2.71148e+08,0.8826
letter,weka.MultilayerPerceptron,461.6,2.69018e+07,4785,2.60376e+08,0.7954
letter,weka.MultilayerPerceptron,629.12,2.69017e+07,6474,2.60768e+08,0.79855
letter,weka.MultilayerPerceptron,550.4,2.68919e+07,5595,2.768e+08,0.80655
letter,weka.MultilayerPerceptron,562.83,2.68999e+07,5742,2.8e+08,0.7925
letter,weka.MultilayerPerceptron,647.44,2.68872e+07,6608,3.1522e+08,0.79815
letter,weka.MultilayerPerceptron,572.28,2.69396e+07,5829,2.47168e+08,0.79875
letter,weka.MultilayerPerceptron,540.87,2.68882e+07,5635,2.44272e+08,0.79725
letter,weka.MultilayerPerceptron,592.39,2.68844e+07,5950,2.3852e+08,0.7954
letter,weka.MultilayerPerceptron,602.59,4.48136e+06,6137,2.42684e+08,0.7954
letter,weka.MultilayerPerceptron,549.9,2.6891e+07,5442,2.81604e+08,0.7954
letter,weka.MultilayerPerceptron,551.96,2.69072e+07,5641,2.54244e+08,0.7926
letter,weka.MultilayerPerceptron,554.5,2.69035e+07,5599,2.80108e+08,0.79605
letter,weka.MultilayerPerceptron,527.23,4.45739e+06,5405,2.79188e+08,0.7954
letter,weka.MultilayerPerceptron,576.73,2.6913e+07,5840,3.17924e+08,0.7957
letter,weka.MultilayerPerceptron,534.24,2.68939e+07,5285,2.95088e+08,0.7954
letter,weka.MultilayerPerceptron,564.58,2.68991e+07,5562,3.66048e+08,0.7954
letter,weka.MultilayerPerceptron,544.99,2.68959e+07,5616,2.5744e+08,0.7954
letter,weka.MultilayerPerceptron,488.19,2.69008e+07,4967,3.1298e+08,0.7954
letter,weka.MultilayerPerceptron,551.13,2.69087e+07,5711,3.1786e+08,0.7954
letter,weka.MultilayerPerceptron,539.41,2.68888e+07,5544,2.35004e+08,0.7965
letter,weka.MultilayerPerceptron,848.85,2.69224e+07,8722,3.10532e+08,0.843
letter,weka.MultilayerPerceptron,794.4,2.69152e+07,8013,2.45536e+08,0.83475
letter,weka.MultilayerPerceptron,982.7,4.51065e+06,10059,2.8224e+08,0.8397
letter,weka.MultilayerPerceptron,845.2,2.69123e+07,8675,3.41016e+08,0.8452
letter,weka.MultilayerPerceptron,764.15,2.69063e+07,7910,3.49672e+08,0.8448
letter,weka.MultilayerPerceptron,692.51,2.69232e+07,7072,3.63172e+08,0.84615
letter,weka.MultilayerPerceptron,791.3,2.69203e+07,8108,3.02052e+08,0.84265
letter,weka.MultilayerPerceptron,760.5,2.69308e+07,7720,3.64032e+08,0.843
letter,weka.MultilayerPerceptron,1232.12,2.69312e+07,12366,2.98252e+08,0.843
letter,weka.MultilayerPerceptron,802.28,2.69156e+07,8149,3.46636e+08,0.843
letter,weka.MultilayerPerceptron,765.38,2.69037e+07,8423,3.127e+08,0.84845
letter,weka.MultilayerPerceptron,773.9,2.69214e+07,7901,3.11168e+08,0.84705
letter,weka.MultilayerPerceptron,835.44,2.69609e+07,8638,2.84884e+08,0.843
letter,weka.MultilayerPerceptron,789.2,2.69085e+07,8249,2.26744e+08,0.8449
letter,weka.MultilayerPerceptron,794.82,2.69201e+07,8065,2.9048e+08,0.843
letter,weka.MultilayerPerceptron,730.95,2.69234e+07,7347,2.47596e+08,0.843
letter,weka.MultilayerPerceptron,813.19,4.51018e+06,8276,1.86928e+08,0.843
letter,weka.MultilayerPerceptron,796.92,2.69201e+07,8095,3.39196e+08,0.843
letter,weka.MultilayerPerceptron,852.2,2.69134e+07,8233,2.85112e+08,0.843
letter,weka.MultilayerPerceptron,892.48,2.69029e+07,9070,2.58972e+08,0.8447
letter,weka.MultilayerPerceptron,1213.41,2.70209e+07,12216,3.23696e+08,0.8826
letter,weka.MultilayerPerceptron,1876.53,4.52607e+06,18753,2.79884e+08,0.8716
letter,weka.MultilayerPerceptron,1261.25,2.69582e+07,12744,3.04328e+08,0.8808
letter,weka.MultilayerPerceptron,1122.23,2.69359e+07,11422,2.80968e+08,0.8788
letter,weka.MultilayerPerceptron,1373.73,2.69904e+07,13824,2.78636e+08,0.88125
letter,weka.MultilayerPerceptron,1206.82,2.69496e+07,12157,2.47764e+08,0.87495
letter,weka.MultilayerPerceptron,1129.51,2.69524e+07,11449,2.96532e+08,0.8758
letter,weka.MultilayerPerceptron,1351.87,2.69494e+07,13725,2.64952e+08,0.8826
letter,weka.MultilayerPerceptron,1484.83,2.696e+07,15068,2.91932e+08,0.8826
letter,weka.MultilayerPerceptron,1208.12,2.69489e+07,12187,2.2914e+08,0.8826
letter,weka.MultilayerPerceptron,1330.66,2.69952e+07,13436,2.76504e+08,0.86385
letter,weka.MultilayerPerceptron,1571.74,2.69623e+07,16485,2.79556e+08,0.8829
letter,weka.MultilayerPerceptron,1571.91,4.50143e+06,15462,2.7962e+08,0.8826
letter,weka.MultilayerPerceptron,1277.8,2.69646e+07,12948,2.924e+08,0.8798
letter,weka.MultilayerPerceptron,1129.4,2.69485e+07,11422,3.29772e+08,0.8826
letter,weka.MultilayerPerceptron,1268.5,2.7004e+07,13018,3.14468e+08,0.8826
letter,weka.MultilayerPerceptron,1292.34,2.697e+07,13195,3.833e+08,0.8826
letter,weka.MultilayerPerceptron,1247.45,2.69983e+07,12767,3.16252e+08,0.8826
letter,weka.MultilayerPerceptron,1316.69,4.56284e+06,13259,2.90348e+08,0.8826
letter,weka.MultilayerPerceptron,1377.43,4.50393e+06,14082,2.57228e+08,0.88015
letter,weka.MultiBoostAB,1.14,587912,144,2.5404e+08,0.0709
letter,weka.MultiBoostAB,1.9,573328,103,2.10084e+08,0.0709
letter,weka.MultiBoostAB,1.14,581704,139,3.14404e+08,0.0709
letter,weka.MultiBoostAB,1.53,692536,100,3.06648e+08,0.0709
letter,weka.MultiBoostAB,1.21,569960,116,2.54756e+08,0.0709
letter,weka.MultiBoostAB,0.99,570184,101,2.2674e+08,0.0709
letter,weka.MultiBoostAB,1.7,575480,96,1.97492e+08,0.0709
letter,weka.MultiBoostAB,1.1,587272,102,2.16308e+08,0.0709
letter,weka.MultiBoostAB,1,572904,97,3.6104e+08,0.0709
letter,weka.MultiBoostAB,1,572728,103,3.59184e+08,0.0709
letter,weka.MultiBoostAB,0.97,586896,105,2.88428e+08,0.0709
letter,weka.MultiBoostAB,0.93,586896,99,2.82204e+08,0.0709
letter,weka.MultiBoostAB,1.1,569000,92,2.8372e+08,0.0709
letter,weka.MultiBoostAB,1.7,571288,110,2.33684e+08,0.0709
letter,weka.MultiBoostAB,1.13,584768,108,2.93724e+08,0.0709
letter,weka.MultiBoostAB,1.6,587536,134,2.52456e+08,0.0709
letter,weka.MultiBoostAB,0.9,586512,102,2.736e+08,0.0709
letter,weka.MultiBoostAB,1.1,589880,125,3.43212e+08,0.0709
letter,weka.MultiBoostAB,1.2,573184,94,2.92076e+08,0.0709
letter,weka.MultiBoostAB,1.5,587928,108,2.56532e+08,0.0709
letter,weka.ConjunctiveRule,1.5,2.34618e+07,109,3.23036e+08,0.0702
letter,weka.ConjunctiveRule,1.63,2.34632e+07,102,2.01252e+08,0.07015
letter,weka.ConjunctiveRule,2.14,2.35511e+07,113,2.13876e+08,0.07005
letter,weka.ConjunctiveRule,1.91,2.3524e+07,106,3.02808e+08,0.0709
letter,weka.ConjunctiveRule,2.32,2.34874e+07,147,2.63008e+08,0.07045
letter,weka.ConjunctiveRule,1.43,2.3435e+07,120,3.094e+08,0.07065
letter,weka.ConjunctiveRule,1.44,2.34252e+07,126,3.23852e+08,0.07045
letter,weka.ConjunctiveRule,1.72,2.34819e+07,100,2.38564e+08,0.07045
letter,weka.ConjunctiveRule,1.42,2.34436e+07,116,2.73068e+08,0.0709
letter,weka.ConjunctiveRule,1.65,2.34672e+07,142,2.89352e+08,0.0694
letter,weka.ConjunctiveRule,1.76,2.34494e+07,102,2.14916e+08,0.0699
letter,weka.ConjunctiveRule,1.47,2.34378e+07,109,2.11532e+08,0.07005
letter,weka.ConjunctiveRule,1.44,2.34453e+07,100,2.6682e+08,0.0706
letter,weka.ConjunctiveRule,1.52,2.34426e+07,129,2.55388e+08,0.07055
letter,weka.ConjunctiveRule,1.71,2.34321e+07,104,3.37448e+08,0.0702
letter,weka.ConjunctiveRule,1.74,2.34568e+07,102,3.616e+08,0.07005
letter,weka.ConjunctiveRule,1.66,6.13166e+06,108,2.74172e+08,0.07065
letter,weka.ConjunctiveRule,1.57,2.34731e+07,118,2.85228e+08,0.07045
letter,weka.ConjunctiveRule,1.52,2.34736e+07,112,2.58932e+08,0.0707
letter,weka.ConjunctiveRule,1.37,2.34131e+07,128,3.176e+08,0.06965
letter,weka.Stacking,0.41,119136,103,2.57508e+08,0.04065
letter,weka.Stacking,0.54,129248,130,2.62712e+08,0.04065
letter,weka.Stacking,0.39,116320,126,2.8964e+08,0.04065
letter,weka.Stacking,0.56,119568,133,2.9396e+08,0.04065
letter,weka.Stacking,0.48,104320,100,2.44512e+08,0.04065
letter,weka.Stacking,0.4,120224,112,2.35052e+08,0.04065
letter,weka.Stacking,0.5,112192,98,3.22952e+08,0.04065
letter,weka.Stacking,0.37,128032,127,2.57684e+08,0.04065
letter,weka.Stacking,0.42,120352,105,2.73568e+08,0.04065
letter,weka.Stacking,0.62,123208,151,3.12056e+08,0.04065
letter,weka.Stacking,0.42,122600,101,2.19724e+08,0.04065
letter,weka.Stacking,0.45,128608,109,2.73436e+08,0.04065
letter,weka.Stacking,0.52,106072,116,2.21524e+08,0.04065
letter,weka.Stacking,0.5,109432,98,1.7866e+08,0.04065
letter,weka.Stacking,0.38,128672,105,2.46928e+08,0.04065
letter,weka.Stacking,0.51,126024,110,3.01644e+08,0.04065
letter,weka.Stacking,0.38,128032,115,2.4934e+08,0.04065
letter,weka.Stacking,0.42,117544,93,3.45224e+08,0.04065
letter,weka.Stacking,0.37,128672,105,2.6136e+08,0.04065
letter,weka.Stacking,0.5,128416,119,2.50192e+08,0.04065
letter,weka.J48,7.76,6.65847e+07,200,2.9042e+08,0.8798
letter,weka.J48,9.47,2.75921e+07,189,3.33992e+08,0.8798
letter,weka.J48,9.13,6.65947e+07,231,3.71668e+08,0.8798
letter,weka.J48,7.5,6.65788e+07,190,3.5956e+08,0.8798
letter,weka.J48,8.59,3.1347e+07,180,2.88092e+08,0.8798
letter,weka.J48,11.61,3.16231e+07,236,3.56072e+08,0.8798
letter,weka.J48,9.6,3.15352e+07,198,3.12748e+08,0.8798
letter,weka.J48,12.12,6.72637e+07,227,3.00384e+08,0.8798
letter,weka.J48,10.8,3.15333e+07,204,3.62404e+08,0.8798
letter,weka.J48,8.11,6.6602e+07,217,2.96052e+08,0.8798
letter,weka.J48,10.16,6.66743e+07,275,3.66484e+08,0.8798
letter,weka.J48,7.89,3.14733e+07,187,3.41504e+08,0.8798
letter,weka.J48,9.71,3.14536e+07,186,3.42884e+08,0.8798
letter,weka.J48,7.71,6.66481e+07,182,3.78288e+08,0.8798
letter,weka.J48,8.48,3.14643e+07,183,2.99548e+08,0.8798
letter,weka.J48,11.81,3.15431e+07,231,3.09532e+08,0.8798
letter,weka.J48,9.73,3.14923e+07,191,3.34048e+08,0.8798
letter,weka.J48,9.42,3.13387e+07,193,2.13056e+08,0.8798
letter,weka.J48,7.81,6.67442e+07,176,3.6882e+08,0.8798
letter,weka.J48,10.56,3.15494e+07,210,3.08248e+08,0.8798
letter,weka.J48,9.21,3.18987e+07,189,2.71764e+08,0.8741
letter,weka.J48,8.35,6.14736e+07,185,2.64484e+08,0.87625
letter,weka.J48,9.61,2.59099e+07,204,3.6392e+08,0.8786
letter,weka.J48,9.81,3.19018e+07,173,2.9572e+08,0.87905
letter,weka.J48,10.7,3.13712e+07,224,3.08548e+08,0.8795
letter,weka.J48,8.22,3.1044e+07,194,3.5694e+08,0.8803
letter,weka.J48,6.92,6.89225e+07,173,2.66568e+08,0.8802
letter,weka.J48,10.34,6.85498e+07,213,3.39924e+08,0.88025
letter,weka.J48,8.44,6.88383e+07,197,3.70616e+08,0.8805
letter,weka.J48,9.94,3.11249e+07,212,3.20548e+08,0.8803
letter,weka.J48,12.51,3.12158e+07,242,3.42104e+08,0.8803
letter,weka.J48,9.65,7.40364e+07,231,3.63824e+08,0.8803
letter,weka.J48,8.91,7.4177e+07,189,2.13164e+08,0.8803
letter,weka.J48,8.28,5.42818e+07,230,2.90784e+08,0.8741
letter,weka.J48,9.94,5.50324e+07,225,3.78776e+08,0.8741
letter,weka.J48,8.99,5.42654e+07,195,3.67844e+08,0.8741
letter,weka.J48,9.67,3.15248e+07,181,3.14196e+08,0.8741
letter,weka.J48,7.3,5.43178e+07,167,3.51536e+08,0.8741
letter,weka.J48,8.6,5.42921e+07,177,3.15372e+08,0.8741
letter,weka.J48,9.37,5.44225e+07,190,3.5684e+08,0.8741
letter,weka.J48,11.33,5.43665e+07,217,3.60336e+08,0.8741
letter,weka.J48,7.59,5.43574e+07,203,3.40864e+08,0.8741
letter,weka.J48,9.76,5.42735e+07,215,3.08488e+08,0.8741
letter,weka.J48,12.38,5.48086e+07,246,3.3774e+08,0.8741
letter,weka.J48,10.9,5.46672e+07,261,3.63212e+08,0.8741
letter,weka.J48,9.2,5.43456e+07,181,2.48552e+08,0.8741
letter,weka.J48,9.18,3.18419e+07,204,3.62028e+08,0.8741
letter,weka.J48,7.58,5.43138e+07,178,3.36348e+08,0.8741
letter,weka.J48,9.95,5.44374e+07,192,3.29704e+08,0.8741
letter,weka.J48,9.69,5.42425e+07,223,3.28356e+08,0.8741
letter,weka.J48,8.9,5.4238e+07,191,3.32972e+08,0.8741
letter,weka.J48,9.75,5.42921e+07,256,3.54484e+08,0.8741
letter,weka.J48,7.65,5.42118e+07,200,3.52136e+08,0.8741
letter,weka.J48,9.31,6.14772e+07,182,3.03776e+08,0.87625
letter,weka.J48,8.77,6.14279e+07,213,3.63372e+08,0.87625
letter,weka.J48,8.64,6.147e+07,240,3.23792e+08,0.87625
letter,weka.J48,8.63,6.14489e+07,245,3.336e+08,0.87625
letter,weka.J48,8.54,6.14199e+07,185,3.01848e+08,0.87625
letter,weka.J48,8.84,6.16384e+07,206,3.23088e+08,0.87625
letter,weka.J48,8.43,6.01507e+07,218,3.2748e+08,0.87625
letter,weka.J48,11.63,6.15565e+07,273,3.44848e+08,0.87625
letter,weka.J48,10.3,6.01094e+07,220,3.52112e+08,0.87625
letter,weka.J48,8.16,3.14917e+07,180,2.37344e+08,0.87625
letter,weka.J48,9.95,3.145e+07,196,3.2914e+08,0.87625
letter,weka.J48,8.47,3.14468e+07,198,3.14628e+08,0.87625
letter,weka.J48,8.6,6.1493e+07,209,3.50852e+08,0.87625
letter,weka.J48,10.12,6.1439e+07,206,3.44444e+08,0.87625
letter,weka.J48,12.27,6.02662e+07,265,3.7938e+08,0.87625
letter,weka.J48,7.34,6.1467e+07,182,3.31644e+08,0.87625
letter,weka.J48,7.48,6.14761e+07,191,3.20468e+08,0.87625
letter,weka.J48,9.38,6.14076e+07,217,2.91584e+08,0.87625
letter,weka.J48,9.17,6.14105e+07,201,3.61876e+08,0.87625
letter,weka.J48,7.61,6.13377e+07,199,3.62808e+08,0.87625
letter,weka.J48,7.64,3.11795e+07,177,3.64116e+08,0.8786
letter,weka.J48,8.97,6.14635e+07,196,3.09328e+08,0.8786
letter,weka.J48,9.69,6.14187e+07,201,3.00164e+08,0.8786
letter,weka.J48,10.46,6.1844e+07,239,3.45616e+08,0.8786
letter,weka.J48,7.74,6.19662e+07,187,3.33084e+08,0.8786
letter,weka.J48,8.72,6.1483e+07,187,3.12812e+08,0.8786
letter,weka.J48,12.34,6.14554e+07,263,3.6064e+08,0.8786
letter,weka.J48,8.47,6.14762e+07,235,3.61676e+08,0.8786
letter,weka.J48,8.2,6.1485e+07,231,3.57024e+08,0.8786
letter,weka.J48,11.13,6.14745e+07,209,3.81432e+08,0.8786
letter,weka.J48,10.19,6.19703e+07,255,3.48268e+08,0.8786
letter,weka.J48,8.74,6.14829e+07,187,3.99796e+08,0.8786
letter,weka.J48,9.3,6.18761e+07,240,3.26792e+08,0.8786
letter,weka.J48,10.97,3.12423e+07,223,3.62984e+08,0.8786
letter,weka.J48,8.2,6.14674e+07,227,3.52792e+08,0.8786
letter,weka.J48,10.94,6.18042e+07,301,2.95e+08,0.8786
letter,weka.J48,7.51,6.14584e+07,202,3.62372e+08,0.8786
letter,weka.J48,8.73,6.13905e+07,183,3.32752e+08,0.8786
letter,weka.J48,7.13,6.13965e+07,165,3.60616e+08,0.8786
letter,weka.J48,7.98,6.14611e+07,200,3.25976e+08,0.8786
letter,weka.J48,11.54,6.13833e+07,259,3.59636e+08,0.87905
letter,weka.J48,10.15,3.19984e+07,222,3.60076e+08,0.87905
letter,weka.J48,8.69,3.14188e+07,190,3.43136e+08,0.87905
letter,weka.J48,8.52,3.13745e+07,199,3.15912e+08,0.87905
letter,weka.J48,7.8,6.13736e+07,187,3.31328e+08,0.87905
letter,weka.J48,9.92,6.20699e+07,192,3.52136e+08,0.87905
letter,weka.J48,10.28,6.2031e+07,218,3.26324e+08,0.87905
letter,weka.J48,7.88,6.12469e+07,195,3.38768e+08,0.87905
letter,weka.J48,9.28,6.15405e+07,185,3.15572e+08,0.87905
letter,weka.J48,8.33,6.13623e+07,198,2.98532e+08,0.87905
letter,weka.J48,7.96,2.79862e+07,195,3.60416e+08,0.87905
letter,weka.J48,9.82,3.14065e+07,194,3.59036e+08,0.87905
letter,weka.J48,14.22,6.21819e+07,288,3.62336e+08,0.87905
letter,weka.J48,9.7,3.16141e+07,192,3.78168e+08,0.87905
letter,weka.J48,7.23,6.13256e+07,171,2.87292e+08,0.87905
letter,weka.J48,8.31,6.15488e+07,174,2.72212e+08,0.87905
letter,weka.J48,8.46,6.13401e+07,178,3.06336e+08,0.87905
letter,weka.J48,7.84,6.12941e+07,181,2.93856e+08,0.87905
letter,weka.J48,10.62,6.21444e+07,235,3.30332e+08,0.87905
letter,weka.J48,10.64,3.16702e+07,200,3.25336e+08,0.87905
letter,weka.J48,7.98,6.48757e+07,208,3.65192e+08,0.8795
letter,weka.J48,10.7,6.48197e+07,201,3.31548e+08,0.8795
letter,weka.J48,10.59,6.49725e+07,223,3.35928e+08,0.8795
letter,weka.J48,7.78,6.4861e+07,186,3.69844e+08,0.8795
letter,weka.J48,7.95,6.5002e+07,202,3.61156e+08,0.8795
letter,weka.J48,8.53,6.49058e+07,174,3.21788e+08,0.8795
letter,weka.J48,8.9,6.4902e+07,178,3.57968e+08,0.8795
letter,weka.J48,9.99,6.48105e+07,185,2.87056e+08,0.8795
letter,weka.J48,7.48,6.4931e+07,201,3.12068e+08,0.8795
letter,weka.J48,9.45,6.4833e+07,223,3.43228e+08,0.8795
letter,weka.J48,8.55,3.16901e+07,215,2.90076e+08,0.8795
letter,weka.J48,7.48,6.482e+07,165,2.59148e+08,0.8795
letter,weka.J48,10.7,2.73859e+07,202,3.394e+08,0.8795
letter,weka.J48,9.88,3.12139e+07,197,2.95568e+08,0.8795
letter,weka.J48,8.77,6.50151e+07,183,3.63588e+08,0.8795
letter,weka.J48,8.64,6.50915e+07,189,3.30768e+08,0.8795
letter,weka.J48,8.19,6.47957e+07,205,3.59172e+08,0.8795
letter,weka.J48,7.35,6.49431e+07,175,2.67956e+08,0.8795
letter,weka.J48,9.62,6.51566e+07,229,3.52808e+08,0.8795
letter,weka.J48,9.29,3.12774e+07,198,3.452e+08,0.8795
letter,weka.J48,8.75,6.85619e+07,192,3.59664e+08,0.8803
letter,weka.J48,9.72,3.11148e+07,198,3.082e+08,0.8803
letter,weka.J48,8.82,6.84615e+07,177,3.04704e+08,0.8803
letter,weka.J48,9.39,3.10494e+07,201,3.60048e+08,0.8803
letter,weka.J48,8.12,6.84182e+07,178,3.62644e+08,0.8803
letter,weka.J48,8.8,6.8475e+07,201,3.28032e+08,0.8803
letter,weka.J48,10.1,3.11475e+07,214,3.925e+08,0.8803
letter,weka.J48,8.4,6.84791e+07,188,3.24896e+08,0.8803
letter,weka.J48,7.95,6.84816e+07,185,3.49284e+08,0.8803
letter,weka.J48,8.4,3.10813e+07,179,2.0688e+08,0.8803
letter,weka.J48,9.79,3.10435e+07,205,3.25964e+08,0.8803
letter,weka.J48,10.15,3.11362e+07,204,2.97876e+08,0.8803
letter,weka.J48,9.87,3.10899e+07,208,3.60328e+08,0.8803
letter,weka.J48,8.35,6.84606e+07,184,2.4758e+08,0.8803
letter,weka.J48,8.4,6.85125e+07,173,3.45872e+08,0.8803
letter,weka.J48,8.25,6.83963e+07,178,3.12056e+08,0.8803
letter,weka.J48,8.62,6.84483e+07,225,3.47096e+08,0.8803
letter,weka.J48,7.95,6.83281e+07,201,3.361e+08,0.8803
letter,weka.J48,9.29,6.88449e+07,218,3.63956e+08,0.8803
letter,weka.J48,8.2,2.74456e+07,169,2.12572e+08,0.8803
letter,weka.J48,7.25,6.84399e+07,188,3.5268e+08,0.8802
letter,weka.J48,10.55,3.12798e+07,223,3.57376e+08,0.8802
letter,weka.J48,10.59,3.10824e+07,210,3.67972e+08,0.8802
letter,weka.J48,12.4,3.11832e+07,260,3.63116e+08,0.8802
letter,weka.J48,10.64,6.88985e+07,261,3.63548e+08,0.8802
letter,weka.J48,9.8,6.86549e+07,241,3.45948e+08,0.8802
letter,weka.J48,11.2,2.7704e+07,209,3.2122e+08,0.8802
letter,weka.J48,9.99,6.86333e+07,202,3.33696e+08,0.8802
letter,weka.J48,8.23,6.84472e+07,189,2.5692e+08,0.8802
letter,weka.J48,9.87,2.73143e+07,216,3.39456e+08,0.8802
letter,weka.J48,9,6.82441e+07,205,3.73308e+08,0.8802
letter,weka.J48,8.82,6.84737e+07,183,3.62576e+08,0.8802
letter,weka.J48,10.22,3.09628e+07,217,3.1138e+08,0.8802
letter,weka.J48,7.98,6.83436e+07,202,3.09884e+08,0.8802
letter,weka.J48,9.52,6.83585e+07,229,3.287e+08,0.8802
letter,weka.J48,7.41,6.84726e+07,185,2.74716e+08,0.8802
letter,weka.J48,9.1,6.84511e+07,207,2.89536e+08,0.8802
letter,weka.J48,10.9,6.85435e+07,211,3.23432e+08,0.8802
letter,weka.J48,7.9,6.89985e+07,190,3.56252e+08,0.8802
letter,weka.J48,9.44,6.83092e+07,186,2.90868e+08,0.8802
letter,weka.J48,7.42,6.84673e+07,202,3.64628e+08,0.88025
letter,weka.J48,9.89,6.83989e+07,237,3.53648e+08,0.88025
letter,weka.J48,9.29,6.8425e+07,219,3.61116e+08,0.88025
letter,weka.J48,10.9,6.88585e+07,225,3.17132e+08,0.88025
letter,weka.J48,8.31,6.86107e+07,209,3.64296e+08,0.88025
letter,weka.J48,8.5,6.83324e+07,187,2.79656e+08,0.88025
letter,weka.J48,7.63,6.83827e+07,210,3.6264e+08,0.88025
letter,weka.J48,10.96,2.73325e+07,229,3.17796e+08,0.88025
letter,weka.J48,8.13,6.84513e+07,185,3.36864e+08,0.88025
letter,weka.J48,7.49,6.83716e+07,191,3.61368e+08,0.88025
letter,weka.J48,8.35,6.85872e+07,184,3.62772e+08,0.88025
letter,weka.J48,10.37,6.91579e+07,215,3.60088e+08,0.88025
letter,weka.J48,9.2,3.10056e+07,202,3.2458e+08,0.88025
letter,weka.J48,10.59,6.88354e+07,221,2.98128e+08,0.88025
letter,weka.J48,7.96,3.10378e+07,205,3.49012e+08,0.88025
letter,weka.J48,8.54,6.85151e+07,183,2.7006e+08,0.88025
letter,weka.J48,8.77,6.83933e+07,184,3.60724e+08,0.88025
